pancake,AStar,gap,8,6.0,87.0,495.0,0.023856054001953453
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,8,6.533333333333333,162.96666666666667,867.5333333333333,0.04722822309947029
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,8,6.466666666666667,206.56666666666666,1056.9666666666667,0.03866485503434281
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,8,6.8,179.16666666666666,927.9333333333333,0.050269544333180725
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,8,7.066666666666666,250.2,1247.9666666666667,0.06503194126707967
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,8,6.733333333333333,183.26666666666668,937.3,0.05030909403479503
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,8,7.033333333333333,213.43333333333334,1116.3,0.05180888060034097
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,8,6.566666666666666,200.46666666666667,1027.6,0.05103482416671644
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,8,inf,1.0,1.0,0.0001449107330699917
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,8,inf,0.0,1.0,3.8054000469855964e-05
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,3,inf,1.0,1.0,7.714600360486656e-05
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,5,inf,1.0,1.0,0.0002033199998550117
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,7,inf,1.0,1.0,0.0001283899982809089
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,8,inf,1.0,1.0,0.00020158400002401322
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,3,1.0,1.0,3.0,0.0001915929969982244
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,5,3.0,8.0,26.0,0.0007987920034793206
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,5,3.2333333333333334,12.8,34.86666666666667,0.001264996799727669
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,5,inf,1.0,1.0,9.46285336491807e-05
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,5,3.7666666666666666,16.066666666666666,43.7,0.0017690764005237724
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,8,6.6,173.33333333333334,888.9666666666667,0.039946723766964475
