Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,5,3.533333333333333,3.7,13.1,0.0004188419334847519
pancake,AStar,gap,6,4.633333333333334,5.866666666666666,25.4,0.0009177727666610736
pancake,AStar,gap,7,5.5,7.8,40.733333333333334,0.0016914322667313777
pancake,AStar,gap,8,6.6,12.0,72.56666666666666,0.0032774704333860425
pancake,AStar,gap,9,7.633333333333334,17.233333333333334,120.33333333333333,0.005640746266605371
pancake,AStar,gap,10,8.8,21.0,166.4,0.008334784166739459
pancake,AStar,gap,11,9.966666666666667,57.1,492.8,0.02907548926674887
pancake,AStar,gap,12,10.666666666666666,39.166666666666664,385.53333333333336,0.026837028166907355
pancake,AStar,gap,13,11.9,165.4,1736.1666666666667,0.11864163760001248
pancake,AStar,gap,14,12.9,52.1,618.8333333333334,0.04003054833307639
pancake,AStar,gap,15,13.866666666666667,147.63333333333333,1873.0333333333333,0.13018393206669618
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,UCS,None,10,9.6,2117972.0,3081407.6,494.21168032760033
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,10,8.58,31.02,243.0,0.012939466410098249
Domain,Solver,Heuristic,Len_state,Cost,Expanded_count,Generated_count,CPU_time
pancake,AStar,gap,10,10.0,47.43333333333333,363.26666666666665,0.018834583733041654
